score,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO
80,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5.0,5,5,1,5,2,1,1,5,4,3,3,3,3,3,2,3,1,1,4,1,3,3,1,3,2,3,1,4,4,4,4,2,2,2,3,4,3,3,3,3,3,3,3,4,4,4,1,2,2,4,4,2,2,2,3,4.0,4,4,3,5.0,4,5,4,4.0,5,5,5.0,3,5,4.0,4.0,4.0,4.0,4.0,3,3,5,4.0,4,4.0,5,2.0,3.0,5.0,3.0,3,4,4,3,5,5,5,1,1,1.0,5,3,5,4,5,4,4,5,5,5,1,271,19,2,0,0,14,0,133,0,1,19,2,0,0,2,2982,1,258,0,0,1173,0,0,0,0
94,4,3,5,3,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5.0,4,5,1,2,1,1,1,4,2,2,3,3,1,2,4,2,3,3,3,2,3,1,2,4,4,3,2,1,4,4,3,2,2,1,3,3,2,2,2,3,2,1,4,2,3,4,4,1,4,5,4,3,4,1,2,5.0,4,5,5,3.0,3,4,2,4.0,5,5,5.0,1,4,2.0,4.0,3.0,4.0,4.0,5,3,5,4.0,5,2.0,4,1.0,4.0,4.0,5.0,4,4,4,2,5,4,4,4,1,3.0,3,2,3,5,5,5,4,4,5,4,1,352,13,0,0,0,1,0,199,0,1,0,1,2,0,0,3268,1,324,0,55,1238,0,0,0,0
97,4,4,4,4,3,4,5,3,5,5,5,5,4,4,4,4,5,5,4,4,4,4,5,5.0,3,4,1,2,2,2,1,4,4,2,2,2,3,2,3,4,1,2,3,3,3,2,2,4,3,3,3,2,4,4,2,4,3,1,4,3,3,3,4,4,4,4,4,4,5,5,3,1,4,5,5,2,4,2,2,4.0,3,3,4,3.0,5,5,5,3.0,5,5,5.0,4,4,4.0,4.0,3.0,4.0,4.0,3,3,4,3.0,4,3.0,4,2.0,3.0,4.0,4.0,3,4,4,2,4,4,4,2,4,3.0,4,2,4,4,4,2,4,4,4,4,1,237,20,191,0,0,11,7,154,0,1,0,0,1,0,1,2079,0,207,0,67,585,0,0,0,12
89,3,3,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,3,4,4,4,4,3,3.0,3,4,2,3,3,3,4,4,3,3,4,4,5,3,2,3,3,4,4,4,3,3,4,4,4,3,3,2,3,4,3,4,3,4,4,4,3,3,3,4,3,3,4,3,3,4,3,1,3,3,2,3,4,2,3,4.0,4,5,4,5.0,4,4,5,5.0,4,4,5.0,3,4,3.0,4.0,4.0,4.0,4.0,3,3,4,4.0,3,4.0,4,1.0,4.0,4.0,3.0,4,4,4,2,4,4,4,2,2,2.0,3,1,4,3,2,2,5,4,4,4,0,145,17,0,0,0,24,0,102,0,0,0,0,1,0,0,1579,0,132,0,23,617,0,0,0,0
94,4,3,5,4,4,3,5,2,5,4,4,4,3,4,4,4,5,4,4,4,5,4,3,4.0,4,4,1,4,2,3,1,4,4,2,4,3,2,5,1,4,2,4,3,3,1,2,4,4,2,4,2,4,4,3,3,3,2,2,1,3,3,4,2,2,1,2,4,3,4,4,1,1,1,4,2,2,3,1,1,4.0,5,5,3,4.0,3,4,3,4.0,3,5,5.0,3,4,2.0,4.0,4.0,3.0,4.0,3,2,4,4.0,2,4.0,3,2.0,3.0,4.0,2.0,2,2,2,3,2,4,5,2,2,2.0,3,2,3,1,1,1,4,2,2,2,3,263,22,0,0,0,56,0,168,0,3,16,0,0,0,0,2417,0,187,0,39,982,0,0,0,0
81,4,3,4,3,3,4,3,3,4,3,4,5,3,3,3,3,3,3,2,3,4,3,3,2.0,3,3,3,2,3,2,3,5,3,4,3,4,4,3,3,3,1,1,4,1,3,1,4,4,4,5,4,4,4,3,4,3,2,3,4,4,2,2,4,3,2,4,4,3,4,4,3,2,3,4,5,1,1,1,1,4.0,4,4,4,5.0,2,2,2,4.0,2,5,5.0,4,4,3.0,4.0,3.0,5.0,4.0,3,2,4,3.0,1,3.0,3,3.0,3.0,4.0,2.0,3,4,3,3,4,4,3,3,2,3.0,4,3,2,1,5,4,4,1,5,5,1,221,16,0,0,0,30,0,117,0,1,0,0,1,0,0,2004,0,158,0,43,776,0,0,0,0
80,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,3,4,4,3,4,4,4,4,4,4,2,3,4,4,3,3,3,3,3.0,3,3,3,4.0,3,3,3,3.0,3,4,4.0,3,4,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,2,2.0,3,3,3,2,3,3,3,3,3,2,0,232,21,0,0,0,38,0,285,0,0,16,2,1,0,1,4413,0,332,0,13,1941,0,1,1,0
64,4,4,3,3,4,5,5,3,1,3,1,5,1,4,4,1,1,1,2,2,3,1,1,2.0,1,2,3,3,4,4,5,3,4,4,2,4,2,2,3,3,1,1,2,2,3,2,4,3,3,2,3,4,3,3,3,3,3,2,4,5,3,4,5,5,4,3,4,3,3,4,3,3,3,4,5,1,1,2,3,4.0,4,4,4,4.0,4,3,4,2.0,4,3,3.0,2,4,3.0,4.0,3.0,3.0,3.0,2,3,4,3.0,2,4.0,4,3.0,3.0,4.0,4.0,4,4,4,5,3,3,5,1,2,1.0,5,2,5,3,3,3,4,2,5,5,2,69,15,0,0,0,0,0,125,2,2,2,0,0,0,0,1942,0,239,0,0,411,0,0,0,0
62,4,5,3,4,3,2,1,3,4,4,3,4,3,4,4,3,4,4,2,2,5,2,2,3.0,4,3,2,4,4,3,3,4,3,5,5,3,4,4,3,2,4,5,2,4,3,4,4,2,4,3,4,4,4,2,4,2,3,5,3,2,3,2,4,4,2,3,4,3,3,3,3,2,4,3,3,3,3,2,4,4.0,4,5,5,5.0,5,5,3,4.0,4,3,3.0,2,3,5.0,5.0,3.0,4.0,4.0,3,2,4,3.0,2,4.0,3,2.0,4.0,4.0,3.0,4,5,4,2,4,4,4,3,2,1.0,4,2,4,2,1,1,5,2,1,1,1,33,10,0,0,0,19,0,184,0,1,9,0,5,0,0,3186,2,230,0,43,1572,0,0,0,0
85,3,4,4,5,4,2,3,2,5,5,4,5,4,5,5,5,5,3,3,3,4,2,2,2.0,2,2,3,4,4,2,3,4,2,2,4,1,1,4,4,4,1,1,2,1,3,1,4,4,3,4,1,2,4,2,1,2,1,3,3,4,3,5,4,2,3,2,4,2,4,4,4,1,1,4,2,1,1,1,1,4.0,3,4,4,5.0,2,1,2,4.0,4,5,5.0,2,5,2.0,2.0,3.0,4.0,4.0,2,1,1,4.0,4,2.0,4,3.0,4.0,2.0,4.0,3,3,4,1,2,3,5,1,3,2.0,3,3,2,2,2,2,4,3,3,3,2,418,43,0,0,0,25,0,350,0,1,30,0,0,0,0,4744,0,453,0,7,1752,0,0,0,0
87,5,5,5,4,4,3,2,4,5,5,3,4,4,4,4,3,4,3,3,5,3,4,3,3.0,3,3,3,2,1,2,1,4,2,5,3,2,1,3,4,2,1,1,2,1,2,3,1,3,4,5,2,2,3,3,1,3,1,1,1,4,3,3,2,2,2,3,3,2,4,5,3,1,2,5,2,1,1,1,1,4.0,4,4,4,3.0,5,3,5,5.0,4,5,5.0,2,2,3.0,4.0,4.0,3.0,3.0,1,1,1,4.0,3,2.0,5,1.0,1.0,3.0,2.0,3,5,3,2,2,3,5,3,1,1.0,3,1,3,3,1,1,4,3,5,1,16,468,24,0,0,38,31,0,193,0,3,13,0,2,0,0,2671,0,260,0,96,775,0,32,13,0
79,3,3,3,3,4,4,3,3,4,4,3,4,3,4,3,4,3,3,3,2,4,3,3,3.0,3,2,4,3,4,3,4,3,4,4,3,2,3,3,3,3,2,2,2,2,2,2,2,3,2,3,2,2,2,3,2,2,2,2,2,3,2,3,3,2,2,2,3,2,3,3,4,1,3,4,3,1,3,1,1,4.0,3,4,3,3.0,3,3,3,3.0,3,4,4.0,2,4,2.0,3.0,2.0,3.0,3.0,2,1,3,3.0,2,3.0,2,2.0,2.0,3.0,2.0,2,3,2,3,3,3,3,2,2,2.0,3,2,3,2,3,2,3,2,3,3,0,278,26,0,0,0,67,0,403,0,0,42,0,0,0,0,5185,0,493,0,35,1830,0,0,0,0
82,2,2,3,1,3,3,4,2,4,3,3,3,3,3,3,3,4,4,3,1,1,1,1,3.0,1,1,2,4,4,4,4,2,2,2,2,4,2,1,1,1,1,1,3,2,1,4,2,3,2,4,1,2,4,2,1,1,4,1,1,4,1,3,3,2,3,2,1,1,4,4,5,1,2,4,1,1,1,1,1,4.0,3,4,4,4.0,4,4,2,3.0,4,3,4.0,2,3,3.0,4.0,2.0,2.0,2.0,5,2,4,4.0,1,4.0,5,3.0,3.0,4.0,1.0,3,2,2,3,4,5,5,5,3,3.0,1,3,3,2,2,2,3,4,2,2,1,249,25,0,0,0,28,0,202,0,1,11,0,1,0,2,4020,0,274,0,22,1725,0,0,0,0
86,3,3,3,3,2,2,2,2,4,3,3,4,3,3,3,2,3,2,3,3,4,3,3,3.0,3,3,2,2,2,2,2,4,3,2,3,3,2,3,2,4,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3,1,1,3,3,2,4,1,1,3.0,4,4,4,3.0,4,3,4,3.0,4,4,4.0,2,4,3.0,3.0,3.0,3.0,3.0,3,3,3,4.0,4,3.0,3,2.0,3.0,3.0,3.0,3,4,4,2,4,3,3,2,2,2.0,3,2,3,2,2,2,3,3,4,4,3,470,44,0,0,1,19,0,204,0,2,42,0,2,0,0,3180,3,309,0,1,1211,0,0,0,0
85,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5,5,2,2,2,2,2,4,4,3,5,3,3,4,4,4,2,2,3,3,4,2,4,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,4,1,2,2,3,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,2,3,5,5.0,5,5.0,4,1.0,5.0,5.0,5.0,5,5,5,1,4,5,5,1,2,1.0,5,1,5,5,5,4,5,5,5,5,0,336,46,1,0,0,49,0,202,0,0,36,2,0,0,40,2974,0,243,0,6,1131,0,1,0,0
84,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4.0,4,5,2,1,2,1,4,5,5,4,5,2,5,3,5,4,3,5,4,5,4,2,5,5,5,5,2,4,3,5,3,4,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,5,2,4,2,5,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,4.0,5.0,5.0,4.0,5.0,2,4,5,4.0,4,3.0,4,1.0,5.0,5.0,5.0,5,5,5,3,4,4,5,1,1,1.0,5,1,5,4,5,5,5,3,5,5,0,849,66,14,0,0,102,1,132,1,0,84,5,6,0,12,4213,1,334,0,108,1361,0,1,0,11
87,4,4,5,2,5,5,5,4,5,5,5,5,4,5,3,2,3,2,2,2,3,2,2,2.0,2,2,2,5,5,3,5,4,5,2,2,4,2,3,3,4,1,1,2,1,3,1,1,3,4,3,3,4,1,2,2,1,1,1,1,2,1,3,3,1,1,1,3,2,3,3,3,1,1,4,2,1,1,1,1,4.0,4,3,3,2.0,4,4,5,4.0,4,3,5.0,3,3,2.0,3.0,4.0,4.0,2.0,5,2,4,4.0,4,2.0,3,3.0,4.0,5.0,5.0,2,2,3,3,1,4,2,2,2,3.0,4,2,2,3,5,3,5,2,5,5,0,46,4,1,0,0,6,0,148,0,0,11,0,0,0,0,2120,0,181,0,11,614,0,0,0,0
86,5,5,5,5,5,4,5,4,4,5,4,5,5,5,5,4,5,4,5,5,4,4,5,5.0,4,5,5,4,4,3,3,5,5,4,5,4,4,5,4,5,4,4,4,4,4,5,4,5,4,5,5,4,4,5,4,3,4,4,5,5,4,5,5,4,5,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5.0,5,5,4,4.0,5,4,5,5.0,5,5,4.0,5,4,5.0,5.0,4.0,5.0,4.0,5,5,4,4.0,5,4.0,5,4.0,5.0,4.0,5.0,4,5,4,5,4,5,5,4,5,2.0,5,2,5,5,5,5,5,3,4,4,1,21,3,0,0,0,1,0,132,0,1,0,1,1,0,0,1959,0,180,0,61,682,0,0,0,0
69,4,4,4,4,3,5,4,4,5,4,4,4,4,5,5,4,5,4,4,4,5,3,3,4.0,4,4,3,4,3,3,3,4,3,2,2,4,2,3,3,3,3,3,4,3,3,2,4,3,4,3,3,2,3,4,3,3,2,3,3,4,3,4,3,4,3,3,3,3,3,4,3,3,4,4,4,3,2,2,2,4.0,4,4,4,5.0,4,5,5,4.0,5,3,4.0,5,4,4.0,5.0,4.0,4.0,5.0,3,3,4,4.0,3,4.0,4,2.0,4.0,4.0,3.0,3,4,3,3,4,4,4,4,3,2.0,4,2,4,3,5,3,4,3,5,5,0,166,29,0,0,0,13,0,318,0,0,15,1,0,0,0,3938,0,356,0,41,1548,0,0,0,0
72,5,5,5,5,2,2,4,2,3,4,4,4,3,5,5,3,3,3,3,5,5,5,3,4.0,5,4,1,3,1,1,1,4,4,2,2,3,2,2,2,3,2,3,3,4,3,3,5,4,4,3,3,2,4,4,3,3,2,3,3,3,3,4,3,3,2,3,4,4,4,3,2,1,1,4,4,4,3,1,4,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,4,4.0,4.0,4.0,4.0,4,4,4,2,4,4,4,2,2,2.0,4,2,4,4,4,4,4,2,4,4,1,543,33,2,0,0,21,0,237,0,1,91,6,1,0,0,3687,0,304,0,22,1541,0,0,0,0
90,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,0,123,20,0,0,0,19,0,164,0,0,0,1,0,0,0,2186,0,217,0,2,724,0,0,0,0
71,3,3,4,4,5,5,4,2,3,5,3,4,3,4,4,3,4,4,3,4,4,4,3,3.0,3,3,4,3,5,4,3,3,3,2,4,5,2,3,3,3,4,4,5,5,3,4,4,2,2,5,3,1,5,5,4,2,4,4,3,4,3,5,4,4,3,3,5,1,4,5,5,1,4,5,5,1,5,1,1,3.0,3,4,4,4.0,4,4,4,3.0,4,4,3.0,4,3,5.0,4.0,4.0,4.0,4.0,4,3,3,5.0,3,5.0,3,3.0,4.0,5.0,4.0,3,3,4,3,4,3,4,4,3,3.0,3,3,3,3,3,3,3,3,3,3,3,201,17,0,0,0,11,0,192,0,3,17,1,1,0,0,3935,3,339,0,34,1394,0,0,0,0
73,2,2,4,4,4,2,4,3,3,5,3,3,3,5,3,4,3,3,2,2,3,2,2,2.0,1,2,5,5,5,5,5,2,3,1,1,4,2,3,2,3,1,1,1,5,1,1,2,3,2,4,1,4,4,4,4,1,4,3,4,3,1,4,3,5,1,3,4,1,4,2,5,1,4,4,4,1,5,5,1,5.0,5,4,3,5.0,3,5,3,3.0,1,3,3.0,3,3,1.0,4.0,5.0,3.0,4.0,1,1,4,4.0,2,4.0,1,5.0,5.0,5.0,4.0,3,4,3,5,2,4,4,2,2,4.0,5,4,5,1,1,4,4,1,4,5,9,309,19,0,0,4,26,0,184,0,8,33,0,5,0,6,3273,3,247,0,9,1264,0,0,0,0
56,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,4,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,3,3,3,2,2,1,3,2,1,2,1,3,3,1,3,2,3,2,2,2,4,3,4,4,2,3,5,5,1,5,5,2,3.0,3,4,3,3.0,3,3,3,3.0,3,3,3.0,3,3,3.0,3.0,3.0,3.0,3.0,3,3,3,3.0,3,3.0,3,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,3.0,3,3,3,3,3,3,3,3,3,3,4,188,28,8,0,4,25,0,38,0,2,50,6,0,0,15,1413,0,138,0,40,788,0,0,0,0
77,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,3,4,4,3,3,4,3,4,4.0,4,4,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,2,4,4,4,4,4.0,4,4,4,4.0,3,3,4,4.0,4,4,4.0,4,4,3.0,4.0,4.0,3.0,2.0,4,4,4,4.0,4,4.0,4,4.0,4.0,4.0,3.0,4,4,4,4,4,4,5,4,4,4.0,4,4,4,2,4,4,4,4,3,4,1,92,10,0,0,0,7,0,97,0,1,9,0,0,0,0,3596,0,140,0,6,1235,0,0,0,0
92,3,3,5,2,5,5,5,4,4,4,4,4,4,4,5,4,5,3,4,4,4,3,4,4.0,4,4,2,3,2,2,2,4,3,3,4,2,2,3,3,4,4,4,3,4,3,3,2,3,3,3,4,2,4,4,3,4,2,2,3,3,3,4,4,2,3,2,4,3,3,2,3,1,1,4,2,3,2,3,4,5.0,5,5,5,4.0,4,4,4,5.0,5,4,4.0,3,5,3.0,4.0,3.0,3.0,4.0,4,4,4,4.0,5,4.0,5,4.0,4.0,5.0,4.0,4,5,4,3,3,4,5,5,5,5.0,5,4,5,3,5,5,4,2,3,4,2,653,32,0,0,0,53,0,67,0,2,54,1,0,0,10,2457,0,100,0,209,678,0,0,0,0
89,3,3,4,3,4,3,3,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4.0,3,4,2,2,2,1,2,3,2,2,2,2,3,3,2,2,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,4,4,4,3,3,3,3,2,2,2,2,2,3,4,2,2,1,1,3,2,2,2,4,3,4.0,4,4,4,4.0,3,3,4,4.0,4,3,4.0,4,4,3.0,3.0,4.0,4.0,3.0,4,3,4,5.0,5,2.0,3,4.0,3.0,4.0,3.0,3,5,4,4,2,4,5,4,4,4.0,4,4,4,5,4,5,4,3,5,4,20,192,21,8,0,12,86,0,102,0,1,49,0,2,0,91,4659,0,166,0,127,1857,0,2,0,9
83,3,3,4,4,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,3,2,3,2.0,1,2,4,4,4,4,4,3,2,1,2,3,3,2,1,3,3,2,1,4,4,1,2,3,2,3,4,2,3,2,3,4,3,3,3,3,3,4,3,3,3,2,2,3,4,3,2,1,1,3,1,1,1,2,3,3.0,3,4,3,3.0,4,4,4,4.0,4,4,4.0,4,4,3.0,4.0,4.0,4.0,3.0,4,3,3,3.0,4,3.0,4,3.0,3.0,4.0,3.0,4,5,4,3,2,3,4,3,3,3.0,4,3,3,2,4,4,4,3,3,3,1,197,35,0,0,0,41,0,56,0,1,0,1,1,0,0,2313,1,112,0,148,772,0,0,0,0
94,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4.0,4,4,3,4.0,4,4,4,4.0,4,4,4.0,3,4,3.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,4,2.0,4.0,4.0,4.0,4,4,4,4,3,4,4,3,3,3.0,4,3,4,2,4,4,4,3,4,4,4,91,17,0,0,3,21,0,47,0,0,3,0,3,0,0,2908,0,87,0,43,1485,0,0,0,0
95,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.0,0,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,3.0,3.0,4.0,4.0,3,4,4,3,4,4,4,3,3,4.0,4,3,4,2,4,4,4,4,4,4,0,137,23,0,0,0,15,0,36,0,0,9,0,0,0,0,2184,0,74,0,1,959,0,0,0,0
90,0,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,4,4,3,3,4,3,3,3.0,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4.0,4,4,4,4.0,3,4,3,4.0,4,3,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,3,4.0,4,4.0,4,3.0,4.0,4.0,3.0,3,4,4,3,4,4,5,3,3,4.0,4,4,4,2,4,4,4,3,3,4,0,139,10,0,0,0,7,0,64,0,0,0,0,0,0,0,3552,0,103,0,365,1114,0,0,0,0
99,5,5,5,5,5,4,4,4,5,5,5,5,4,5,4,4,3,3,4,3,3,4,4,4.0,3,4,2,5,3,2,4,3,3,2,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,4,3,3,1,3,3,3,3,2,2,3,4.0,4,3,4,5.0,4,4,4,4.0,4,2,4.0,4,3,3.0,3.0,3.0,4.0,3.0,3,4,4,4.0,3,4.0,4,3.0,4.0,4.0,3.0,3,4,4,2,4,4,4,2,3,3.0,3,3,4,2,2,4,4,5,5,4,0,298,22,4,0,0,105,0,167,0,0,21,5,0,0,10,3896,0,211,0,195,1655,0,0,0,0
77,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,2,3,4,4,3,3.0,3,4,3,3,3,4,4,4,4,4,4,4,2,3,3,4,4,4,2,4,4,2,4,4,4,4,4,4,2,2,2,1,3,2,2,2,2,4,3,3,4,1,3,1,2,3,2,2,2,4,4,2,1,1,4,3.0,3,4,4,4.0,4,4,4,4.0,4,3,4.0,4,4,3.0,3.0,3.0,4.0,4.0,2,3,4,3.0,3,4.0,4,2.0,3.0,4.0,2.0,3,3,4,1,4,5,5,2,3,2.0,4,2,4,3,3,5,5,5,5,5,2,6,17,0,0,0,4,0,49,0,2,3,2,1,0,0,2688,0,74,0,7,1613,0,6,3,0
83,5,4,3,5,3,2,4,2,4,3,3,4,4,4,2,4,4,3,5,5,5,4,5,5.0,5,4,1,5,1,1,4,2,2,3,1,3,1,2,3,3,3,2,2,3,2,2,3,2,2,2,1,2,3,3,3,3,3,3,2,2,4,3,2,1,2,1,1,2,1,2,2,1,1,3,2,1,2,1,1,3.0,3,3,3,4.0,3,4,3,3.0,4,3,4.0,3,3,3.0,3.0,4.0,4.0,4.0,3,3,4,3.0,2,2.0,3,3.0,1.0,4.0,3.0,4,3,3,3,5,4,5,4,2,4.0,4,4,4,2,3,4,2,2,1,1,3,89,17,0,0,0,28,0,91,1,3,15,1,1,0,0,4284,1,113,0,48,2485,0,2,0,0
68,4,3,4,3,4,3,3,3,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,0.0,4,4,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,4,4,4,4,3,4.0,4,4,4,4.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,3,4,4,4.0,4,4.0,4,3.0,4.0,4.0,4.0,4,4,4,3,4,3,4,3,4,4.0,3,4,3,3,4,4,4,3,4,4,0,0,6,0,0,0,10,0,77,9,0,0,0,1,0,0,2648,0,116,0,169,1433,0,0,0,0
81,4,3,3,3,3,3,4,2,4,4,4,4,4,4,4,2,3,2,3,3,4,4,3,4.0,3,3,3,4,3,3,3,3,3,4,3,1,4,3,1,3,3,3,2,4,2,4,3,2,2,3,3,3,3,3,4,4,2,3,3,3,4,3,2,2,2,3,2,3,4,2,1,1,1,3,2,1,2,3,4,4.0,4,4,4,5.0,4,4,3,3.0,4,3,3.0,2,4,3.0,4.0,4.0,4.0,4.0,3,3,3,4.0,3,3.0,3,3.0,4.0,4.0,3.0,4,3,3,3,3,3,3,3,3,4.0,3,4,3,2,4,4,4,3,3,3,3,0,8,0,0,0,4,0,35,0,3,0,0,0,0,0,1836,0,61,0,7,935,0,0,0,0
97,3,3,3,3,4,5,5,3,4,4,4,4,4,5,4,4,4,4,4,3,5,4,3,5.0,4,5,2,4,4,4,4,3,3,3,3,1,3,2,3,2,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,2,4,3,3,1,3,3,3,3,3,2,3,3.0,4,4,3,5.0,3,4,4,4.0,4,4,4.0,3,4,4.0,4.0,4.0,4.0,4.0,3,3,4,4.0,3,3.0,4,3.0,4.0,4.0,3.0,4,3,4,2,3,4,5,4,3,4.0,4,3,4,2,4,5,5,5,5,4,2,156,23,0,0,0,77,0,57,1,2,27,1,1,0,2,2022,0,108,0,764,1255,0,0,0,0
