score,class,srl_m_1,srl_m_2,srl_m_3,srl_m_4,srl_m_5,srl_m_6,srl_m_7,srl_m_8,srl_m_9,srl_m_10,srl_m_11,srl_m_12,srl_m_13,srl_m_14,srl_m_15,srl_m_16,srl_m_17,srl_m_18,srl_m_19,srl_m_20,srl_m_21,srl_m_22,srl_m_23,srl_m_24,srl_m_25,srl_m_26,srl_m_27,srl_m_28,srl_m_29,srl_m_30,srl_m_31,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,s_22,s_23,s_24,s_25,s_26,s_27,s_28,s_29,s_30,s_31,s_32,s_33,s_34,s_35,s_36,s_37,s_38,s_39,s_40,s_41,s_42,s_43,s_44,s_45,s_46,s_47,s_48,srl_s_1,srl_s_2,srl_s_3,srl_s_4,srl_s_5,srl_s_6,srl_s_7,srl_s_8,srl_s_9,srl_s_10,srl_s_11,srl_s_12,srl_s_13,srl_s_14,srl_s_15,srl_s_16,srl_s_17,srl_s_18,srl_s_19,srl_s_20,srl_s_21,srl_s_22,srl_s_23,srl_s_24,srl_s_25,srl_s_26,srl_s_27,srl_s_28,srl_s_29,srl_s_30,srl_s_31,srl_s_32,srl_s_33,srl_s_34,srl_s_35,srl_s_36,srl_s_37,srl_s_38,srl_s_39,srl_s_40,srl_s_41,srl_s_42,srl_s_43,srl_s_44,srl_s_45,srl_s_46,srl_s_47,srl_s_48,srl_s_49,srl_s_50,ADD BOOKMARK,ADD MARKER,ADD MEMO,ADD_HW_MEMO,ADD_RECOMMENDATION,BOOKMARK_JUMP,CHANGE MEMO,CLEAR_HW_MEMO,CLOSE,CLOSE_RECOMMENDATION,DELETE BOOKMARK,DELETE MARKER,DELETE_MEMO,GETIT,LINK_CLICK,MEMO_JUMP,NEXT,NOTGETIT,OPEN,OPEN_RECOMMENDATION,PAGE_JUMP,PREV,REGIST CONTENTS,SEARCH,SEARCH_JUMP,UNDO_HW_MEMO,code_copy,code_execution,code_paste,code_speed,notebook_open,tree_open,AssertionError,AttributeError,AxisError,ConversionError,DataError,EmptyDataError,Exception,FileNotFoundError,HTTPError,ImportError,IndentationError,IndexError,IndexingError,InvalidURL,KeyError,KeyboardInterrupt,ModuleNotFoundError,NameError,OSError,OverflowError,ParserError,RecursionError,RuntimeError,SelectorSyntaxError,SpecificationError,StopIteration,SyntaxError,TabError,TclError,TypeError,UFuncTypeError,UnboundLocalError,UndefinedVariableError,ValueError,WebDriverException,XLRDError,ZeroDivisionError,codeLength,Viscode-login_times,Viscode-execute_times,Viscode-open_file_times,Viscode-success_run,Viscode-failed_run,Viscode-error_types,Viscode-spent_time
76,b,3.0,3,3.0,3,5.0,4.0,5,4,3,3.0,3,3.0,3.0,3,3,3,3.0,2,2,2,2,2,1,1.0,2.0,1.0,4,4,5,4.0,5,4,4,5,5,3,5,3,5,3,1,3,3,1,2,3,2,3,3,3,3,2,3,4,3,1,2,1,2,3,2,3,3,3,3,3,3,2,2,5,5,1,5,5,5,1,1,1,1,3.0,3,4,3,3.0,3,4,4,4.0,3,5,5.0,2,3,3.0,3.0,3.0,3.0,4.0,3,3,3,3.0,3,3.0,4,4.0,4.0,3.0,3.0,3,5,4,3,5,4,3,2,2,3.0,3,3,3,1,1,3,3,2,5,3,6,212,36,12,0,1,45,0,356,0,1,4,3,2,0,0,5023,1,421,0,0,1997,0,0,0,1,148,1619,475,5272,182,83,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,2.0,7.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,6.0,0.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2833.0,265,2507,182.0,2151,356.0,9.0,11122.53022
54,b,4.0,4,4.0,4,4.0,4.0,5,5,4,4.0,4,4.0,4.0,4,4,2,3.0,2,4,3,4,4,4,4.0,4.0,4.0,3,3,4,3.0,3,4,5,3,2,4,4,4,5,4,4,4,2,3,4,4,3,5,5,3,2,4,4,2,4,3,3,2,3,3,3,4,4,4,4,4,4,3,3,4,2,2,4,4,4,2,5,3,3,4.0,4,4,4,5.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,2,4,4,4.0,4,4.0,4,2.0,4.0,4.0,4.0,4,4,4,2,4,4,4,2,2,2.0,4,3,4,3,4,3,4,4,4,4,6,135,19,0,0,1,9,0,103,0,6,14,1,2,0,0,1525,1,122,0,2,486,0,0,0,0,74,902,57,1687,26,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6351.0,46,1079,26.0,962,117.0,5.0,3284.66121
80,b,4.0,5,5.0,4,4.0,3.0,3,3,3,5.0,5,4.0,4.0,5,4,4,4.0,4,3,3,5,4,3,3.0,3.0,3.0,3,3,3,3.0,4,3,4,3,3,4,2,4,3,4,2,2,3,2,3,2,2,3,3,4,3,4,3,4,2,2,2,1,3,3,3,4,4,3,3,3,4,3,4,4,3,3,4,3,3,1,1,1,3,4.0,4,4,4,5.0,4,4,3,4.0,3,4,4.0,3,3,3.0,4.0,4.0,4.0,3.0,3,3,5,4.0,3,3.0,4,3.0,3.0,4.0,3.0,3,4,4,3,4,3,4,3,3,2.0,3,2,3,3,4,4,4,3,4,4,43,464,48,1,0,116,214,0,335,0,32,95,7,4,0,2,5582,1,415,0,80,2771,0,0,0,1,311,565,322,4836,140,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6934.0,194,1392,140.0,1284,108.0,7.0,2854.76172
80,b,4.0,3,3.0,4,2.0,4.0,5,5,4,4.0,3,5.0,3.0,4,5,4,5.0,4,3,2,4,3,2,2.0,3.0,3.0,5,5,5,5.0,4,5,4,3,4,2,3,4,4,4,2,1,3,1,3,2,3,4,4,3,2,3,3,3,4,2,1,2,3,3,2,4,4,5,4,4,4,4,4,4,2,1,2,4,5,2,2,2,3,4.0,3,3,3,3.0,2,2,3,3.0,2,2,4.0,2,3,2.0,2.0,4.0,2.0,3.0,4,2,2,3.0,3,3.0,2,3.0,3.0,4.0,3.0,3,2,2,3,4,4,5,4,2,3.0,3,3,3,2,3,2,4,4,4,4,1,359,30,20,0,0,82,0,220,0,1,4,3,5,0,0,3087,3,267,0,22,1178,0,0,0,2,318,776,389,3243,131,50,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,2.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,4.0,0.0,8.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2415.0,181,1664,131.0,1429,235.0,10.0,4766.093758
85,b,3.0,3,5.0,2,5.0,5.0,5,4,5,5.0,5,5.0,5.0,5,4,1,5.0,5,5,2,5,2,4,4.0,4.0,4.0,3,4,1,1.0,4,4,3,2,3,4,2,4,2,3,2,4,4,2,4,5,3,5,5,5,3,3,5,3,5,1,2,2,4,5,2,5,5,5,5,5,5,4,5,5,3,3,5,5,5,3,1,3,3,4.0,4,4,4,4.0,5,4,3,5.0,4,3,4.0,5,4,3.0,5.0,5.0,4.0,2.0,1,5,4,3.0,3,3.0,4,1.0,4.0,3.0,4.0,2,3,4,5,4,4,5,3,4,3.0,4,2,4,2,4,2,2,4,3,5,7,310,32,36,0,2,14,0,205,0,7,49,3,7,0,0,3233,9,245,0,52,1376,0,0,0,0,601,1063,754,2925,133,39,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,1.0,0.0,0.0,0.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2041.0,172,2590,133.0,2352,238.0,9.0,6832.026841
87,b,5.0,5,5.0,5,5.0,5.0,4,4,4,3.0,4,5.0,5.0,5,5,5,5.0,3,4,4,5,4,5,5.0,5.0,5.0,2,2,2,2.0,2,4,4,2,2,4,3,3,4,3,2,2,4,4,3,2,3,4,4,4,2,2,4,4,3,3,3,2,3,3,4,4,3,3,2,4,3,4,3,5,3,2,5,4,3,1,1,1,1,5.0,5,5,4,4.0,5,5,3,3.0,4,5,5.0,3,5,5.0,5.0,5.0,5.0,5.0,3,4,5,4.0,5,5.0,4,2.0,5.0,4.0,5.0,4,5,4,2,5,5,5,2,1,1.0,1,1,2,3,4,4,5,4,4,4,6,354,45,7,0,4,30,0,192,0,6,27,6,7,0,0,2458,0,204,0,45,856,0,2,0,0,63,799,140,1737,16,18,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1709.0,34,1036,16.0,974,62.0,7.0,6544.952576
84,b,5.0,4,5.0,4,5.0,4.0,5,4,5,4.0,5,4.0,5.0,4,5,4,5.0,4,5,4,5,4,5,4.0,5.0,4.0,5,4,5,4.0,5,4,5,2,5,4,4,3,2,3,3,3,4,1,2,2,4,5,5,5,5,5,5,5,5,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,2,4,2,2,3,5,3.0,3,3,3,4.0,3,4,3,4.0,3,3,4.0,3,4,3.0,4.0,4.0,3.0,4.0,4,3,3,4.0,3,4.0,3,4.0,4.0,3.0,4.0,3,5,5,2,4,5,5,2,2,5.0,4,3,4,5,3,4,5,4,3,4,4,221,59,2,0,0,86,0,149,0,2,52,10,11,0,1,2356,1,222,0,173,1094,0,5,1,0,273,1176,449,3398,103,52,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,14.0,0.0,0.0,0.0,13.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2739.0,155,2053,103.0,1881,172.0,8.0,6391.369353
96,b,3.0,4,3.0,4,3.0,4.0,3,3,4,3.0,4,4.0,3.0,4,4,3,3.0,2,4,4,3,3,4,4.0,3.0,3.0,4,4,3,4.0,4,4,3,4,3,4,4,4,3,3,3,4,3,5,4,4,3,5,4,4,5,3,4,3,4,3,5,3,3,4,3,4,3,4,4,3,4,4,3,4,2,3,4,3,3,4,3,4,3,3.0,2,2,3,3.0,4,5,2,3.0,5,4,3.0,1,3,4.0,5.0,4.0,5.0,5.0,4,3,4,5.0,4,5.0,3,4.0,5.0,4.0,5.0,2,3,3,3,1,5,4,1,2,1.0,4,1,3,1,1,1,5,2,1,2,1,434,35,101,0,1,10,4,108,0,1,63,4,7,0,7,1495,4,147,0,2,584,0,0,0,2,188,1051,317,1846,57,32,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326616.0,89,1645,57.0,1528,117.0,6.0,8214.77474
86,c,4.0,4,4.0,4,4.0,4.0,4,4,4,4.0,3,5.0,4.0,5,4,5,5.0,4,4,3,5,5,5,3.0,4.0,4.0,4,5,4,4.0,5,4,3,5,4,2,2,2,2,3,3,3,5,3,3,2,1,2,2,5,3,2,4,5,2,1,3,2,5,5,3,5,4,5,3,3,2,3,5,5,4,1,3,5,5,3,3,1,2,4.0,3,5,5,3.0,4,4,4,4.0,4,4,4.0,4,4,4.0,4.0,4.0,4.0,4.0,4,4,4,5.0,5,4.0,3,5.0,4.0,3.0,5.0,4,5,2,5,5,4,5,1,3,2.0,5,1,5,2,4,1,4,5,5,5,2,275,22,0,0,0,62,0,256,0,2,11,0,0,0,2,3118,0,292,0,4,1205,0,0,0,0,339,976,368,3052,162,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4080.0,205,1888,162.0,1760,128.0,5.0,6858.37135
85,c,4.0,4,4.0,4,3.0,3.0,4,1,4,4.0,4,4.0,4.0,4,4,4,5.0,4,3,3,4,2,3,3.0,3.0,3.0,1,4,1,2.0,3,4,4,4,3,4,3,4,2,4,2,3,4,3,3,3,3,4,4,4,2,3,5,2,5,2,3,2,3,4,3,4,4,5,2,2,4,4,3,4,4,1,4,5,4,1,1,2,2,4.0,5,4,4,5.0,3,3,5,5.0,4,5,5.0,5,5,3.0,4.0,4.0,4.0,4.0,2,3,4,3.0,4,4.0,3,2.0,5.0,5.0,5.0,5,5,4,2,5,3,5,4,2,3.0,5,2,4,3,3,3,5,4,5,5,0,142,21,0,0,0,17,0,209,0,0,0,0,2,0,6,3499,2,307,0,4,1405,0,0,0,0,142,450,212,2067,81,53,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6808.0,134,938,81.0,824,114.0,7.0,2415.435064
74,c,4.0,4,5.0,4,4.0,4.0,3,2,3,4.0,4,4.0,4.0,4,3,3,3.0,2,2,3,3,3,2,3.0,3.0,3.0,3,3,3,3.0,2,4,4,2,2,2,2,3,2,4,2,2,1,1,3,1,3,3,3,4,2,4,4,4,3,1,3,1,2,3,3,4,3,4,3,4,3,3,4,4,4,1,4,5,3,1,1,1,1,3.0,4,4,4,4.0,4,4,4,4.0,4,2,4.0,4,2,2.0,3.0,3.0,2.0,4.0,2,2,4,4.0,4,2.0,3,3.0,3.0,4.0,4.0,2,4,4,3,1,4,5,2,1,2.0,5,2,4,1,1,1,5,4,4,3,1,310,22,0,0,0,11,0,197,0,1,0,0,1,0,6,2912,1,248,0,1,1061,0,0,0,0,228,1939,325,5945,108,60,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,24.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,3851.0,168,2660,108.0,2328,332.0,9.0,12462.056928
90,c,4.0,4,4.0,4,3.0,3.0,3,3,4,4.0,4,4.0,4.0,4,5,5,5.0,4,4,5,5,5,4,4.0,4.0,4.0,2,2,3,3.0,3,4,4,2,3,4,4,4,2,4,3,3,4,5,5,4,4,4,4,5,4,3,4,3,4,4,3,2,4,5,4,5,3,5,5,4,3,4,5,5,3,1,4,3,2,1,1,1,3,4.0,4,5,4,4.0,4,3,3,3.0,3,4,4.0,3,4,3.0,4.0,3.0,4.0,3.0,3,2,3,4.0,3,2.0,3,2.0,3.0,5.0,3.0,3,3,2,3,3,5,4,3,2,2.0,3,3,3,5,4,3,4,3,3,3,12,460,28,0,0,14,43,0,147,0,3,25,0,2,0,0,2364,1,186,0,1,1083,0,0,0,0,175,191,254,781,49,27,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.0,76,696,49.0,665,31.0,7.0,1073.387338
80,c,3.0,4,5.0,5,5.0,1.0,5,2,3,4.0,3,5.0,5.0,5,5,5,5.0,5,5,3,5,3,5,5.0,4.0,5.0,1,1,1,1.0,1,3,4,1,1,3,2,2,2,2,1,3,2,3,3,2,2,5,5,3,1,1,5,3,4,1,3,2,4,3,4,5,3,5,4,3,3,5,5,5,1,1,4,5,5,1,1,1,5,2.0,2,3,3,4.0,3,3,3,2.0,3,2,4.0,1,1,3.0,4.0,4.0,3.0,4.0,5,3,4,5.0,2,3.0,3,2.0,2.0,4.0,3.0,3,1,3,4,1,4,4,5,1,2.0,4,1,3,2,4,1,5,1,5,5,2,185,31,54,0,0,27,0,117,0,2,41,0,0,0,0,1906,0,152,0,7,906,0,6,2,0,222,941,325,2868,58,45,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,7.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3765.0,103,1591,58.0,1422,169.0,7.0,6106.618518
82,c,3.0,3,3.0,3,3.0,3.0,3,3,3,3.0,3,3.0,3.0,3,3,3,4.0,4,1,1,1,1,1,1.0,1.0,1.0,4,4,4,4.0,4,4,3,4,2,2,2,2,3,2,3,2,3,4,3,4,3,3,2,2,4,4,2,2,3,2,4,2,3,3,4,4,4,4,3,3,3,2,2,3,4,4,3,2,3,3,3,3,3,3.0,3,3,3,3.0,3,3,3,3.0,3,3,3.0,3,3,2.0,2.0,2.0,2.0,2.0,2,2,2,2.0,2,2.0,2,2.0,2.0,2.0,2.0,2,2,2,2,2,2,2,2,2,2.0,2,2,2,2,2,2,2,2,2,2,6,389,24,0,0,0,26,0,170,0,3,2,0,0,0,0,2850,0,225,0,15,1412,0,0,0,0,89,403,127,1651,34,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2637.0,59,678,34.0,573,105.0,7.0,1582.243622
93,c,4.0,5,5.0,3,4.0,3.0,5,3,5,5.0,5,5.0,5.0,5,5,5,5.0,5,4,3,5,3,3,4.0,4.0,4.0,4,5,3,4.0,4,4,4,4,3,1,1,4,4,5,1,4,3,4,5,3,5,5,4,4,2,2,5,3,2,3,3,4,5,5,4,5,5,4,5,5,5,5,5,5,5,2,4,4,5,3,2,1,4,4.0,4,4,4,5.0,4,4,4,5.0,3,5,5.0,5,5,2.0,5.0,4.0,5.0,5.0,1,2,4,4.0,3,3.0,4,1.0,5.0,5.0,5.0,5,5,5,1,3,5,5,1,1,1.0,2,1,2,4,3,4,5,4,4,4,3,416,38,2,0,0,57,0,288,0,0,13,5,34,0,0,4142,1,339,0,1,1502,0,0,0,0,525,1279,737,4858,114,59,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,35.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,15.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,7207.0,173,2714,114.0,2582,132.0,9.0,7770.152014
82,c,4.0,5,5.0,4,3.0,1.0,3,3,5,5.0,5,5.0,5.0,5,4,4,5.0,2,3,5,5,5,3,3.0,5.0,5.0,1,4,1,1.0,1,5,5,5,5,3,4,3,3,3,4,4,5,5,5,4,5,5,5,5,4,4,5,5,5,4,4,3,5,5,5,5,3,3,5,5,5,5,5,5,3,2,3,4,3,2,5,3,3,3.0,3,5,5,5.0,5,5,4,5.0,5,3,5.0,2,4,5.0,5.0,5.0,5.0,5.0,4,3,3,4.0,3,3.0,4,1.0,2.0,5.0,2.0,2,5,5,5,3,3,3,2,1,2.0,5,1,2,1,1,1,4,4,5,5,0,0,24,0,0,0,5,1,77,0,0,0,1,0,0,0,1576,0,136,0,5,648,0,0,0,0,60,387,104,1162,16,10,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,3179.0,26,577,16.0,512,65.0,10.0,3090.580591
82,c,4.0,4,5.0,2,3.0,2.0,4,3,5,5.0,4,5.0,4.0,4,4,4,4.0,4,4,3,4,3,3,3.0,3.0,3.0,2,3,3,3.0,3,4,4,2,4,4,3,2,4,3,1,2,3,2,3,2,3,4,3,3,3,2,4,4,3,1,1,2,3,4,2,3,2,3,2,4,3,4,4,3,4,1,2,4,3,1,2,1,2,5.0,4,5,4,3.0,3,3,5,3.0,3,4,5.0,4,4,3.0,4.0,4.0,4.0,4.0,3,2,4,4.0,2,2.0,2,1.0,3.0,4.0,4.0,4,4,4,4,4,4,4,2,1,1.0,1,2,3,4,4,2,4,3,4,4,45,161,20,0,0,207,94,0,145,0,2,7,1,0,0,0,1659,0,161,0,11,642,0,0,0,0,213,387,234,2855,95,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,134,968,95.0,909,59.0,5.0,1485.405787
85,c,5.0,4,5.0,4,5.0,2.0,4,3,4,5.0,5,5.0,5.0,5,4,5,5.0,4,4,3,4,4,4,4.0,3.0,4.0,1,2,1,1.0,1,3,3,2,3,4,2,3,2,3,2,3,3,4,4,2,3,3,4,4,3,2,4,4,4,2,2,2,2,3,3,4,4,3,3,3,3,4,4,4,2,2,4,4,2,2,1,1,2,5.0,5,3,5,5.0,3,4,4,5.0,4,5,4.0,3,4,3.0,3.0,4.0,4.0,4.0,3,3,4,4.0,5,3.0,4,2.0,4.0,4.0,4.0,5,5,4,3,4,5,5,1,1,1.0,4,2,4,5,3,2,4,4,5,4,1,416,37,0,0,0,25,0,228,0,0,28,2,2,0,0,4269,0,352,0,6,1591,0,0,0,0,344,864,430,4578,182,88,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4672.0,270,1908,182.0,1833,75.0,7.0,4683.088263
87,c,5.0,5,5.0,5,5.0,5.0,5,5,5,5.0,5,5.0,5.0,5,5,5,5.0,5,4,4,5,4,4,5.0,4.0,4.0,3,4,4,4.0,3,3,4,2,3,3,3,3,3,3,2,1,1,1,1,1,3,3,3,3,2,2,4,2,2,3,1,1,2,3,3,4,4,2,2,2,3,3,4,4,4,1,1,3,4,1,1,1,2,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,4,4,5,4.0,4,4.0,4,4.0,5.0,4.0,4.0,4,4,3,4,4,4,4,4,4,4.0,4,4,4,3,3,3,4,4,4,4,3,121,20,0,0,0,27,0,195,0,1,24,2,1,0,0,2932,4,235,0,3,1033,0,0,0,0,117,812,189,3723,112,48,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2617.0,160,1278,112.0,1111,167.0,7.0,4512.324929
81,c,5.0,5,5.0,5,5.0,5.0,4,5,5,5.0,5,5.0,5.0,5,5,5,5.0,5,5,5,5,5,5,5.0,5.0,5.0,1,3,1,1.0,5,5,4,5,4,3,4,5,3,5,4,5,5,3,5,5,5,5,5,5,5,4,5,5,3,2,2,4,5,5,3,5,5,2,4,5,5,5,5,5,3,2,4,5,4,3,5,2,3,5.0,5,5,5,5.0,5,5,5,5.0,5,5,5.0,5,5,5.0,5.0,5.0,5.0,5.0,5,5,5,5.0,5,5.0,4,2.0,5.0,5.0,5.0,5,5,5,5,5,5,5,1,1,5.0,5,3,4,5,5,5,5,5,5,5,4,35,26,1,0,0,14,0,216,0,4,7,1,1,0,12,3017,0,261,0,1,706,0,0,0,1,207,1036,306,3448,85,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,4.0,0.0,0.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,3274.0,122,1671,85.0,1492,179.0,9.0,6202.707317
81,c,3.0,3,4.0,3,4.0,3.0,4,3,3,4.0,3,4.0,3.0,4,4,4,4.0,4,4,3,4,3,4,4.0,3.0,4.0,3,3,3,3.0,3,4,4,4,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,3,4.0,4,4,4,4.0,4,4,3,4.0,3,4,4.0,3,4,3.0,4.0,3.0,3.0,3.0,2,3,3,3.0,3,3.0,4,3.0,3.0,4.0,3.0,3,4,4,3,3,4,5,3,1,2.0,3,2,4,4,4,4,3,3,4,4,1,154,24,0,0,0,104,0,305,0,1,15,1,12,0,0,5209,5,356,0,0,2808,0,0,0,0,127,415,152,1791,85,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033.0,133,827,85.0,780,47.0,5.0,1256.613454
67,c,4.0,4,5.0,5,3.0,3.0,4,3,4,5.0,4,5.0,4.0,5,4,4,4.0,4,3,3,5,3,4,4.0,3.0,3.0,3,4,2,2.0,4,4,3,3,4,2,3,3,4,3,2,2,3,4,3,3,4,4,5,5,2,4,5,4,3,2,2,4,3,5,4,5,4,4,3,5,4,4,4,5,3,1,3,5,5,2,1,3,3,4.0,3,5,4,4.0,3,4,5,4.0,3,5,5.0,4,5,3.0,5.0,4.0,4.0,4.0,2,4,5,3.0,3,5.0,5,2.0,4.0,5.0,5.0,3,5,4,3,4,4,5,4,2,2.0,4,3,4,3,5,4,2,4,5,5,0,133,21,0,0,0,82,0,123,0,0,1,0,0,0,0,2395,0,167,0,0,1025,0,0,0,0,151,135,197,1351,31,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1371.0,51,534,31.0,502,32.0,5.0,262.123451
